review_text,dealership_name,label
"Location is good, place is clean, management is not that active, quality checks are not checked properly. The processing time is very much and one have to wait a lot.",Suzuki Sethi Motors (Town Morr),1
"False commitments and ignorant attitude.

Car Dealerships have become a scam.

I booked a Car from Honda Township Motors Lahore in February, 2022. As per agreement, delivery was scheduled for November, 2022. Nearly a year has passed but. Rather than solving the problem, they ask for more money for another model which is more costly and a further delay in delivery.

1 year in waiting for the car and yet, all you get is excuses. Where do you go? What do you do? There is no one to question Honda Township Motors",HONDA Township,0
Not much help with after services,HONDA RingRoad,0
"Been visiting since 2005. When you go there ask for Mr. Abdul Islam, the most competent mechanic I know.",Suzuki Mini Motors (Gulberg 3),1
Staff is cooperative but due to over crowded customers it takes a lot of time,Suzuki Sethi Motors (Town Morr),1
Over all nice and cooperative,HONDA Fort,1
Good service,HONDA Point,1
"Don't go this place I went there, and they said my clutch plates of my 2018 was about to expire in 5000 km, i showed them to another specialist and he told me that they had put pressure on the plates for them to expire in 5k kilometers. And clutch plates are the item that is done most in this workshop, it is done so much that they have displayed the rate on their board for each car.",Suzuki Sethi Motors (Town Morr),0
It was expensive but has good workmanship,HONDA Township,0
Mediocre services .,HONDA Point,0
Too long que for new city,HONDA Township,0
great service area. staff is very helpful.,HONDA Gateway,1
Great service,Suzuki Mini Motors (Gulberg 3),1
All accessories are available. I was in search of touch-up paint for my car since 6 months. Searched in Isb also.. but here at sethi motors it is easily available,Suzuki Sethi Motors (Town Morr),1
Very expensive .,HONDA Fort,0
"Good staff. Good service. One thing should be noted by suzuki that they have to provide a receipt to the customers for 1st 1000km service. In my case, they didnt even stamp my manual. Anyhow, thats my experience. Overall they have very talented staff.",Suzuki Mini Motors (Gulberg 3),1
"Cheaters
I have Visited Suzuki Center For Car AC service They told me to fill Gas once more as older one depleted. I checked another suzuki center the answer was same Then i went to punjab Car A.C he just adjusted the setting and told me No need For Gas, Or A.C service as car was mehran 2018 Model I got surprised on fraudish behaviour of Suzuki centers Staff.",Suzuki Khalid Motors (Link Ferozpur),0
They are expensive in comparison with product,HONDA Fort,0
"All payments made , delivery is late in months.
Dirty and irritating behaviour of Honda booking and marketing staff.
No follow up, simply liars .",HONDA Point,0
Very good service indeed.,HONDA Fort,1
Good showroom especially workshop is very good.,Suzuki Khalid Motors (Link Ferozpur),1
Good but as usual staff is not cooperative,Suzuki Khalid Motors (Link Ferozpur),0
"Attitude of staff is lethargic like a government office. My car is insured by Bank Alfalah. It needed  minor denting and paint work. Only bumpers and a fender was to be painted without any repair. They took 6 days for it and the work was not satisfactory.  I had to ask again and again for compound and polish of bumpers. They were least interested and did it after a lot of excuses. The car was not properly cleaned.
I would not recommend it.",Suzuki Sethi Motors (Town Morr),0
Good dealing,Suzuki Raiwind Motors (Raiwind Rd),1
Excellent staff service,HONDA Township,1
Outstanding service quality... Staff is very kind and humble... Give you right advice for your vehicle work... Mr. Shahzad is very cooperative and experienced person..,Suzuki Mini Motors (Gulberg 3),1
They have experienced staff. Good place for routine maintenance. But parts are expensive.,Suzuki Khalid Motors (Link Ferozpur),1
"professional mechanism for all sorts of fault rectification with genuine spare parts , but shocking news is they are charging almost 2400Rs. for just entry and report card filing...",HONDA Gateway,0
"Bought a car from them.  Not impressed at all from their service.  I have to push to get my work done.  Staff was indifferent towards client needs and perhaps more interested in tips.
I developed a problem in one of my car and i visited them they gave me an estimate of 35000 which later on i got done in only rs 2400.",Suzuki Sethi Motors (Town Morr),0
Good experience both sales and service,Suzuki Raiwind Motors (Raiwind Rd),1
Nice but not affordable workshop very very expensive,Suzuki Adil Zafar Motors,0
Very unprofessional staff. Not recommended.,HONDA Township,0
"They offer good washing service, car nut bolt tightening and the opinion was vague, one technician said you must have 6 to 7 repairing work but the final technician said that don't listen anyone. Your car is OK. Anyways a good recommendation by my father",Suzuki Sethi Motors (Town Morr),1
Well designed set up,HONDA Point,1
Staff is out of mind not a professional,HONDA Township,0
"Ofcourse its company operated, so the services are  good. But still a big room for improvement. E.g. One feel helpless even he/she went for simple oil change. Allotment of pits should be at the initial point. Changes in price must be informed through text. They do send alot of messages regarding their marketing, but change in price of products is never part of it. They charge money on cashless transactions, which is a bad thing. Honda is generating huge profits, it should promote cashless transactions and waive off charges on card payments.",HONDA Point,0
Professional and highly trained technician staff.,HONDA RingRoad,1
"Service Manager is not a professional guy.
He don't know how to deal with customers.
Sales team is good",Suzuki Khalid Motors (Link Ferozpur),0
Good service,Suzuki Adil Zafar Motors,1
If u like professional treatment for ur Suzuki car ..they r good in it.,Suzuki Mini Motors (Gulberg 3),1
"Good service quality, probably the best Honda service center in Lahore",HONDA Township,1
Babr is best mechanic. Took my Mehran. He not only properly diagnosed but rectified all the issues. Felt a bit expansive but the peace of mind i got after coming justifies the amount.,Suzuki Mini Motors (Gulberg 3),1
Bad service,HONDA Fort,0
Mr. Zeeshan (Body & Paint) Manager behaviour is not up to the mark. Very bad experience.,Suzuki Khalid Motors (Link Ferozpur),0
Cooperative Staff. Nice place to purchase Honda products.,HONDA Fort,1
Efficient & co-operative staff...,HONDA Gateway,1
Good service but not so good  expert in suzuki motors. I will not recommend,Suzuki Adil Zafar Motors,0
Now their labour rates are going to higher side but eorker are competent,Suzuki Khalid Motors (Link Ferozpur),0
Very nice and courteous staff. Expensive yet good service,HONDA RingRoad,1
Very good services especialy body shop,HONDA Gateway,1
Kam mahnga a par serivice changi dendy ne . A1 PA G,HONDA Gateway,1
"Pathetic body shop work, way too slow for the prices they charge.",Suzuki Raiwind Motors (Raiwind Rd),0
It's good professional staff & Quality services about your car ???. Â,HONDA Gateway,1
Very well staff,Suzuki Raiwind Motors (Raiwind Rd),1
Highly professional staff and recommend to visit there,Suzuki Mini Motors (Gulberg 3),1
"Most of there contact numbers not responding, get there numbers from their Facebook page.",Suzuki Raiwind Motors (Raiwind Rd),0
Very cooperative environment,HONDA Gateway,1
Excellent place for suzuki vehicle maintenance with lots of experienced staff and genuine parts.,Suzuki Mini Motors (Gulberg 3),1
They took almost one hour but unable to fix the issue in my car which was done by an ordinary mechanic outside in 10 minutes.,Suzuki Adil Zafar Motors,0
Body and paint shop is overwhelmed by management errors. They only take in cars on Mondays and there is only 1 lift to reach 2nd floor and it literally takes 15min for clearing a single car to the floor. Had to stand in que for 1hr 45min to get my car to the assigned floor. Pathetic Service!,Suzuki Khalid Motors (Link Ferozpur),0
"Skilled professionals, well equipped with necessary gadgets and work better than ordinary mechanics available in the market",Suzuki Mini Motors (Gulberg 3),1
Experienced staff.,Suzuki Raiwind Motors (Raiwind Rd),1
Had problem with wrongly quoted prices plus bought a new car with most of the nuts/fender/bonnet out of alignment. Break time from 1 pm to 2 pm. It's a okay place to go too not too customer oriented. If you're in for checkup you have to accompany your car or else risk not so good servicing as the foreman is always in a hurry.,Suzuki Khalid Motors (Link Ferozpur),0
Good service,HONDA Township,1
great place,HONDA Gateway,1
"A very well set up suzuki dealership with proper competent workforce. With the latest equipment and proper handling, car has never had any trouble. Its been 5 years and every time I get my car maintained from it. A bit expensive if compared to market but the excess price is compensated since no other fault appears while repairing any existing one.",Suzuki Sethi Motors (Town Morr),1
Sportive staff,Suzuki Khalid Motors (Link Ferozpur),1
"Despite repeated calls, do not attend calls",Suzuki Raiwind Motors (Raiwind Rd),0
menager is co operatiave. finally some companey dealers with smiling face and possitive attitude,Suzuki Khalid Motors (Link Ferozpur),1
Good service,HONDA RingRoad,1
"I have been there several times for regular maintainance and repairs. Everytime the ecperience is kind of neutral.

Labour/staff is not cooperative as compared to Sethi Motors and Ali jan motors.

The system here is less organized and i dont know why the body language of labour make you feel that they are scamming somewhere. Like today, i went there to get the ""Right axle"" checked and after road test he said that the whole part (axle) needs to be replaced. His body language was like he was lying. Then i asked him if i can buy the part from general auto parts shops and not from suzuki then he started whispering with other mechanics and finally he said you can bring yourself and we will install it.

Then he again said, ""you have to get it machined yourself too""

Means he discouraged  me to buy part of my own.

The behaviours were disappointing in short.

Not a customer friendly environment.

At last, i decided not to get it repaired at Adil Zafar motors.

I recommend Sethi Motors, Ferozepur road.",Suzuki Adil Zafar Motors,0
Good place for Car purchasers,HONDA Gateway,1
"Excellent service, excellent customer care, excellent atmosphere and excellent services! Highly expert and skilled team. A place worth-visiting!",HONDA Fort,1
"The place of professional and technical people, taking care of every customer.",Suzuki Sethi Motors (Town Morr),1
Good for honda cars work-mechanical-denting-painting.etc etc honda parts are also available here.,HONDA Fort,1
it is not a long queue place. you can get your car check/repaired within no time. morning timmings are preferable if you want to save your time,HONDA Township,0
"DO NOT VISIT. I have tried almost all the Suzuki service providers but this was totally rubbish. Charging very high money for pathetic work. Gave my car for repair and they stole everything from inside. Also, very poor denting and paint services. Never going there again.",Suzuki Sethi Motors (Town Morr),0
Not good experience,Suzuki Raiwind Motors (Raiwind Rd),0
Everything at one place but getting expensive day by day,HONDA Gateway,1
Amazing staff and services,HONDA Township,1
"HRR team is very knowledgeable, friendly and professional.
Along with good maintenance
will guide you through your dealÃÂ¢?ÃÂ¦and answer all your questions.",HONDA RingRoad,1
??I bought a car them good people ??,HONDA Point,1
Fast service,HONDA Gateway,1
Very Expensive,HONDA Fort,0
Excellent 3s dealership with good work shop and paint shop.,HONDA Gateway,1
"Well! Its good place but when you want to buy any oil from there, they said that they can not give you as I have to take my car there and give them service charges. Feel monopoly for the products of Honda. 2 stars only for Sale service center as they are very nice and cooperative. Service center head adil Sir not available when I complain rest stuff help me except the person who deal with Honda Gear Oil.",HONDA Township,1
Good sitting area but due to larger customers service waiting time is too much high. Prices if parts and services are also high compared to the local market.,Suzuki Sethi Motors (Town Morr),0
"They deal their customers on first priority, quite satisfied.",HONDA Gateway,1
It was Good by Service,HONDA Gateway,1
"Excellent service and cooperative staff 100% professional
Special Thanks to my Buddy  Usman Bhatti",Suzuki Mini Motors (Gulberg 3),1
Went there for oil filter of honda city. They declined to sell it.. Said come with car otherwise not available.,HONDA Gateway,0
Ac mechanic both were absent. Waste of time,HONDA Fort,0
"Good service and waiting room. Friendly environment for females, they have a few female employees, great to see gender balance in a work shop/auto showroom.",Suzuki Khalid Motors (Link Ferozpur),1
Mr. Ali Raza your dealing is really good.,HONDA Fort,1
Awesome Customer Service. Nice environment. Easily Accessible,HONDA RingRoad,1
cheap management. cheap service.,HONDA Point,0
Mini Motors is perhaps the best Suzuki car service workshop in Lahore. Professional staff and efficient delivery.,Suzuki Mini Motors (Gulberg 3),1
Good service,Suzuki Adil Zafar Motors,1
To expansive,HONDA Gateway,0
Very good customer service.,HONDA Township,1
The workshop staff is very good. They don't let you get worried about your car. Ever. The best guy to meet is Irfan. He is a supervisor I think. He knows his stuff and always makes sure that he can guide you in the best way possible. He's always ready for a challenge and gives you honest advice,HONDA Township,1
HITECH workshop,HONDA Gateway,1
The Services are Normal But The Spare Parts Prices are Sky rocketing. I would not suggest Buying Spare Parts from Their Spare Parts Shop.,Suzuki Khalid Motors (Link Ferozpur),0
They deal with the sale and services of various brands of Suzuki cars. Courteous staff in good environment,Suzuki Sethi Motors (Town Morr),1
Nice for buying car,Suzuki Adil Zafar Motors,1
Very good display and service,HONDA Township,1
"Its a Suzuki 3S facility, Staff is polite and well mannered. They are cooperative and experienced. Neat and clean environment.
Parts are bit expensive.",Suzuki Khalid Motors (Link Ferozpur),1
Best workshop than other suzuki shops,Suzuki Sethi Motors (Town Morr),1
Very good services center and competent staff.,HONDA RingRoad,1
One place with multiple services,Suzuki Raiwind Motors (Raiwind Rd),1
"Good service, Staff behavior was om too.",Suzuki Mini Motors (Gulberg 3),1
Big level dealership with lOw commitments...,Suzuki Raiwind Motors (Raiwind Rd),0
Informative,HONDA Gateway,1
Decent experience. Hospitable owners and staff. Do feel that Suzuki Toyota and Honda run a mafia of sorts which hikes prices and provides limited features on vehicles.,Suzuki Sethi Motors (Town Morr),1
A very good place very good service provider workshop is very well equipped  I go to sells department they are not welcome so I don't like it they don't bother if they see you are only hear for estimate of your car or ur mot gone buy today  so I specifically recommend thier workshop and body shop  very good staff and supervisor,Suzuki Mini Motors (Gulberg 3),1
You can buy full range of SUZUKI vehicles here. Selected range of cars and motor cycles are on the display. They are 5S agent of SUZUKI Pakistan. Very old and reliable showroom. Owners of this facility are very humble.,Suzuki Adil Zafar Motors,1
Fantastic service for suzuki mother car useres. Timely and quality service managed here. Really good quality work.,Suzuki Mini Motors (Gulberg 3),1
Nice workshop coupled with great service quality. Their post service following up and user experience is great,Suzuki Mini Motors (Gulberg 3),1
Quick and courteous,HONDA Point,1
"Organized, spacious, efficient staff, easily accessible, accept card and cash, waiting area for customers, separate smoking zone and not inexpensive.",Suzuki Sethi Motors (Town Morr),1
They don t guide properly. They take a lot of money on the name of useless packages,Suzuki Raiwind Motors (Raiwind Rd),0
Don't give a proper response. The way it should be. Doing to much black marketing in Cars. Every showroom of 3S do this .,HONDA Point,0
"Excellent service, friendly staff.",Suzuki Khalid Motors (Link Ferozpur),1
Good but very rushy,HONDA Gateway,0
Comparative staff good dealership in town strongly recommended for your car maintenance they have attractive maintenance packages 100/100,HONDA RingRoad,1
Nice working staff and good services,HONDA RingRoad,1
"Nice workshop, better than other Suzuki showroom workshops, cooperative and highly skilled workers.",Suzuki Adil Zafar Motors,1
Good service,HONDA Point,1
Excellent Service.,HONDA Township,1
Good service but at a high price.,HONDA Gateway,0
Staff isn't corporated. Poor managment,HONDA Point,0
Not Competent enough to diagnose complex problems with Turbo,HONDA Fort,0
"In my opinion, ""satisfaction guaranteed"" good trained and experienced staff. Prices are  high but skilled persons",Suzuki Mini Motors (Gulberg 3),1
For purchase of new cars and after sale service.,Suzuki Adil Zafar Motors,1
"Staff isn't very warm .
They do ok but hide many things and charge u later .",Suzuki Khalid Motors (Link Ferozpur),1
"It good building have suzuki vehicles booking facility but the personnel are out laws,they secretly misuses the vehicles if it is kept in their custody for repair work especially danting n painting. They take the vehicles out of the workshop n misuse it  for their personal use.",Suzuki Khalid Motors (Link Ferozpur),1
Very expensive but good quality work,HONDA Gateway,1
If u want to tune ur car tow adil zafar best hai,Suzuki Adil Zafar Motors,1
The services offered here are very good and the best part is that it is open on Sundays.,Suzuki Mini Motors (Gulberg 3),1
Preferably Better In Service If Compared To Other Suzuki Centres,Suzuki Adil Zafar Motors,1
"Customer care , service and work completion time all are average",Suzuki Khalid Motors (Link Ferozpur),1
"Have a poor experience with them. They have to issue me a cheque since last 1 year. And they say that it is honda atlas domain. No o e is ready to help. Poor after after sales services.
Still same comments.",HONDA Point,0
Expensive and late service,HONDA Point,0
The are good in work but need to give more attention on customary service they will not take such a good attention and make there client upset there insurance agents and customer care workers are not do there work properly every time the leave some work of cars in insurance may be its free tjates why,Suzuki Sethi Motors (Town Morr),1
I m sharing my personal bad experience as i bought brand new Honda Silver  BRV . Its chasis is misalligned. I bought this car on mortgage.  The Honda Ring Road Management is reluctant to file any warranty claim. Its been two weeks and they ,HONDA RingRoad,0
Delivered car on-time but of course I have pay on price. But they kept their commitment. A good experience.,Suzuki Adil Zafar Motors,1
Surprised to see the corporate section is very cooperative and friendly,HONDA Point,1
Excellent service standards and welcome reception. Good brand with open heart ? services.,HONDA Gateway,1
Very polite & helpful staff!!,HONDA Fort,1
"Good service, satisfied Mr.Main Umair sahib is a very cooperative person there.",HONDA Gateway,1
Good experience,HONDA Township,1
Good service & Guest area,HONDA Gateway,1
"Excellent services, even home delivery available.",Suzuki Adil Zafar Motors,1
Nice staff. Best services,HONDA Fort,1
Over priced,HONDA Township,0
Good sale and service center,HONDA Point,1
"Good facility on a very busy road, providing 3S services  sale, service & spares. Sales department is quite active and smart in their business.",Suzuki Khalid Motors (Link Ferozpur),1
Poor customer relationship,HONDA Gateway,0
Staff working there tries to cheat the customer. They charge extra amount in some way or the other.,HONDA Point,0
There mechanics are good and experienced but the rate of parts is very high. The difference of cost between the parts available in the market and from suzuki workshop is more than 7-8 times. So visit them if you have lot of spare money.,Suzuki Khalid Motors (Link Ferozpur),1
They have all the services available at their place with parts and best & trained resources.,Suzuki Sethi Motors (Town Morr),1
Good environment...proper handling of cars for routinely maintenance...separate waiting area... customer friendly,HONDA Gateway,1
Good experience,Suzuki Khalid Motors (Link Ferozpur),1
Not enough parking space available. Very limited cars on display and proper information is not given. Sales staff is courteous but lack information,HONDA Fort,0
4 star because denting painting and repair department is excellent but service and normal check up is worst experience,Suzuki Mini Motors (Gulberg 3),1
"Good place
Mr Mirza in Sales adept is really helpful n cooperative",HONDA Point,1
Service and repair is Very expensive than other Honda dealers and Very unprofessional behaviour. After repair you have to be carefully inspect your car or get inspected by independent inspection team. They don't pay attention and miss so,HONDA RingRoad,0
Staff is not good . Poor management,Suzuki Adil Zafar Motors,0
Beautiful,Suzuki Raiwind Motors (Raiwind Rd),1
Patience because the staff is occupied with too much work,HONDA Gateway,0
"Professional and satisfactory service, courteous behavior and reasonable charges",HONDA Point,1
Astonished to see the extra charge on using bank cards (debit/credit).....a silly way of handling customers....,HONDA Township,0
"Excellent service,  very humble and professional dealing.  Recommended",HONDA RingRoad,1
Best place to get Suzuki. Nice caring staff and very friendly... will discuss details and help you decide which car will be best for your needs,Suzuki Adil Zafar Motors,1
"Customer service is pretty good.  This is my 1st visit can't comment about the maintenanc services. The mechanic I encountered with was greedy, one has to please him (of course by giving money) he ensured best performance of the vehicle let's c! His professional conduct makes every thing dubious! One cannot trust them but their r no other options unfortunately",Suzuki Sethi Motors (Town Morr),1
Excellent Services. Mr. Manazar from Sales is very supportive and cooperative.,HONDA Gateway,1
"Very slow pathetic and expecting staff.  Pay them brubr nd get your work done at time. Otherwise they can take 2 days to change a tail light for you. ????
Very much unsatisfied. ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0
They provide good after sale services...,HONDA Point,1
Good Services,HONDA Fort,1
One of the best sales and service point of Suzuki motors in Lahore. Showroom is very neat and clean. The scales staff is courtious and cooperative.,Suzuki Sethi Motors (Town Morr),1
Good service. Parts prices are little higher but service quality is good. Cooperative staff.,Suzuki Mini Motors (Gulberg 3),1
"Professional services with qualified staff. I visit ""Honda Township"" for my ""Honda City"" regular check-ups and maintenance, and I am very much satisfied.",HONDA Township,1
Normal services for car Repair,Suzuki Adil Zafar Motors,1
Good service and good staff,HONDA Gateway,1
Good experience,HONDA Township,1
Very bad experience,Suzuki Raiwind Motors (Raiwind Rd),0
"It has been a year since I moved to Honda Ring Road for the periodic maintenance of my cars. Since then, every visit has added to my customer service experience. Their continuous investment in quality assurance is evident in terms of",HONDA RingRoad,1
Nice staff best price and fast lane workshop available for Suzuki Vehicles,Suzuki Khalid Motors (Link Ferozpur),1
Good place,Suzuki Raiwind Motors (Raiwind Rd),1
Pathetic services till now .. they gave me a faulty car...esp system is malfunctioning and they are unable to resolve that issue... Now they are not responding to my calls even...,Suzuki Raiwind Motors (Raiwind Rd),0
bad experience 1st time service,Suzuki Raiwind Motors (Raiwind Rd),0
Nice,Suzuki Raiwind Motors (Raiwind Rd),1
Well trained staff to take care of your Suzuki vehicles.  Advance appointment is better idea to save your time. Timings are from 9 to 6 sharp. Highly recommended for quality service.,Suzuki Khalid Motors (Link Ferozpur),1
"Busy place. I'll recommend Bilal Autos (10/10) @Academy Road, Gulbergside.",Suzuki Khalid Motors (Link Ferozpur),0
Parts not available,HONDA Gateway,0
Though the weather was too hot but I really enjoyed it. I especially admire the cooperative staff of M/s Khalid Motors,Suzuki Khalid Motors (Link Ferozpur),1
"New service center, novice running it",HONDA RingRoad,1
"Well, as a car showroom and service center, I would rate this place 4-star but since this place belongs to Suzuki (which is a third-class vehicle manufacturer due to its quality of products and expensive prices), it deserves not more than 2-star. Therefore, on average, 3-star in my opinion.
They provide good car services but rates are quite high as compared to local market (because of being a brand). Also, their upper and sales staff is bit amateur and needs some professional training.",Suzuki Adil Zafar Motors,1
They didn't even have a meter to check the air.,HONDA Gateway,0
Its very good workshop and 3S dealership one of the largest available in lahore for Honda.,HONDA Gateway,1
Very unprofessional staff. Don't bother to deal customers waiting for their attention. Remain busy in phones and other activities.,Suzuki Khalid Motors (Link Ferozpur),0
Nice car dealers..,Suzuki Adil Zafar Motors,1
After sale service is poor. Staff treat us as we are in typical government office. Lack of ownership and rude behaviour. Sales staff is ok but after sales service is pathetic.,HONDA Point,0
"Too much costly. Recently civic 2017 oil, and Air filter changed from honda and it will Cost 10kÃ°??Â¬ Ã¢?Â¦",HONDA Fort,0
Staff is good cooperative expert and experienced,HONDA Fort,1
It's a well constructed and beautiful made showroom on ferozpur road near model town all vehicles of company are available here with some own and non own basis,Suzuki Sethi Motors (Town Morr),1
Need improvement,HONDA Gateway,0
Overall good experience Staff was good but only prices are so high,Suzuki Khalid Motors (Link Ferozpur),1
Mr. Awan is a very cooperative person there.,HONDA Gateway,1
Masha'AllaH. Excellent Service & Cooperative Staff . Little bit expensive but excellent service .,Suzuki Mini Motors (Gulberg 3),1
I asked my friend and family members Honda ring road good place. But Today I visit Honda ring road for  my car 10000km service. 1 person add battery water with 4 letter oil gallon. And no entire on my warranty card. Today very bad experience.next time not recommend.,HONDA RingRoad,0
Giood but always expensive depite using the same OEMs,Suzuki Mini Motors (Gulberg 3),0
"Best experience. Easy to go and get your honda vehicle inspected and maintained.
Staff is very cooperative.",HONDA Gateway,1
Sethi Motors are the dealers of Suzuki cars. I got Cultus 2021 Model about 1year back. Excellent staff and excelent after sale services.,Suzuki Sethi Motors (Town Morr),1
"Exquisite service and support! Labour costs are a little higher in comparison with other workshops. Besides, their staff are highly skilled and embraced with technical know-how. If you own a vehicle manufactured by Honda, then this would be the right place for regular maintenance.",HONDA Fort,1
"It's a compliment message

Had a visit today for a service for my Honda Civic. Met with Mr. Saqib Jameel, ÃÂ¢?ÃÂ¦",HONDA RingRoad,1
Parts are not available,HONDA Point,0
always a choice for honda lovers,HONDA Gateway,1
Well organized the  Suzuki Motor Showroom and workshop by Khalid Motors.,Suzuki Khalid Motors (Link Ferozpur),1
"Visited this place once,had a little interaction with staff. Seems professionally okay but since this is  Suzuki's showroom, it deserves not more than two ??? for selling kachra cars in this country",Suzuki Sethi Motors (Town Morr),1
Very expert mechanical staff. Service changes littel high but services are very satisfactory,Suzuki Adil Zafar Motors,1
"I would not recommend anyone to go through ÂSuzuki Khalid Motors Lahore.

As they are highly unprofessional will not pick your calls and you have to visit them to no avail and will make you do rounds around the Dealership and Suzuki Regional Office. Its been more than 2 months and they are saying car will come in 1 or 2 days Regardless knowing anything as they have ZERO information.

So save your time and donÂt book anything from this particular dealership and youÂll thank be later.",Suzuki Khalid Motors (Link Ferozpur),0
The dealership have un matched space but uncooperative staff,HONDA Gateway,0
Best services with experienced staff,HONDA Fort,1
Bad experience,HONDA Township,0
Very competent and courteous staff. I've gotten my car repaired twice from KM and it was super.,Suzuki Khalid Motors (Link Ferozpur),1
Very bad experience,Suzuki Khalid Motors (Link Ferozpur),0
Bought our car from here and good after service by the team here.,Suzuki Khalid Motors (Link Ferozpur),1
"Very busy place. Sale, parts and service facilities for Honda Vehicles is available.",HONDA Gateway,0
"False commitments and ignorant attitude.

Car Dealerships have become a scam.

I booked a Car from Honda Township Motors Lahore in February, 2022. As per agreement, delivery was scheduled for November, 2022. Nearly a year has passed but. Rather than solving the problem, they ask for more money for another model which is more costly and a further delay in delivery.

1 year in waiting for the car and yet, all you get is excuses. Where do you go? What do you do? There is no one to question Honda Township Motors",HONDA Township,0
"Good maintenance, service and repair facilities available. Also, new cars sold here.",HONDA Fort,1
Service is slightly slow,HONDA Fort,0
Always a great experience.,Suzuki Sethi Motors (Town Morr),1
Very congested place,HONDA Fort,0
Satisfied with performance. Good Service,Suzuki Adil Zafar Motors,1
staff behavior is good  and cooperative,HONDA Gateway,1
just ok average work too muxh expensive,HONDA Gateway,0
It's good place,HONDA RingRoad,1
"I didn't feel any difference between mini motors and other Suzuki service centers, Local garages and mechanics are way better than Suzuki service centers.",Suzuki Mini Motors (Gulberg 3),0
Service is good but too expensive??,HONDA Point,0
"Over Occupied with respect to services, No welcoming attitude by staff.
Better to visit some other 3s",Suzuki Sethi Motors (Town Morr),0
I am employee in this dealership. This very good dealership. This peace of heart of gajjumata,HONDA RingRoad,1
"Done AC service from sethi motors, staff is friendly and guide you. rates are on higher side but atleast have peace of mind that parts would be original if require replacement.",Suzuki Sethi Motors (Town Morr),1
Good experience....,HONDA Point,1
Too busy workshop but good service overall,Suzuki Sethi Motors (Town Morr),0
Good services at body shop,Suzuki Adil Zafar Motors,1
"Good to have services on Sunday, always check your bills with actual parts used as there may be some embezzlement, after detail comparison with others, rates seems higher, customer sitting area is average, wash rooms in dirty condition, denting painting service is too costly",Suzuki Mini Motors (Gulberg 3),0
Good quality work. Timely service. Friendly people.,HONDA Township,1
Good servise,HONDA Fort,1
"Normal service. Salesman was not that courteous in his tone and showed little or no interest in making a prospective client.

The owners need to check on their services and such kind of employees which let them down.

Other showrooms contacted were more convincing and courteous.

The future is all about good service now and the owners need to open their eyes.",Suzuki Sethi Motors (Town Morr),1
Good place for car purchase and repairing,HONDA Township,1
Service is good but spares prices high,Suzuki Adil Zafar Motors,1
I have good experience of buying new car from Sethi Motor. The person who deal me was Mr. Babar Shahzad. I found him cooperative and nice man.,Suzuki Sethi Motors (Town Morr),1
Wonderful showroom and good service provider,HONDA Gateway,1
A better place for solution of all problems regarding your  Honda car under single roof!,HONDA Gateway,1
"New Suzuki cars Mehran, WagonR, is available here. Genuine Suzuki spareparts are also available here",Suzuki Khalid Motors (Link Ferozpur),1
Services are very good but hell expensive i mean fazool mai hi itna expensive where you can ask for the services of 10k here you have to spend 30 to 40k i mean dimag thek hai,HONDA Fort,0
